"행정구역(시군구)별",2020
"행정구역(시군구)별",총인구수 (명)
"창원시",1036738
"의창구",262408
"성산구",214570
"마산합포구",175716
"마산회원구",191289
"진해구",192755
"진주시",348096
"통영시",128293
"사천시",111105
"사천남양출장소",0
"김해시",542338
"장유출장소",0
"밀양시",104831
"거제시",245754
"양산시",352229
"양산시웅상출장소",0
"의령군",26800
"함안군",64182
"창녕군",61301
"고성군",51361
"남해군",42958
"하동군",44785
"산청군",34857
"함양군",39080
"거창군",61502
"합천군",44006
