"행정구역(시군구)별",2020
"행정구역(시군구)별",총인구수 (명)
"춘천시",282765
"원주시",354376
"강릉시",213321
"동해시",90593
"태백시",42719
"속초시",82665
"삼척시",65243
"홍천군",69242
"횡성군",46472
"영월군",38662
"평창군",41681
"정선군",36870
"철원군",44699
"화천군",24857
"양구군",22278
"인제군",31694
"고성군",26757
"양양군",27946
