"행정구역(시군구)별",2020
"행정구역(시군구)별",총인구수 (명)
"종로구",149384
"중구",125240
"용산구",230040
"성동구",293556
"광진구",346682
"동대문구",342837
"중랑구",394702
"성북구",437153
"강북구",308055
"도봉구",325257
"노원구",523037
"은평구",479835
"서대문구",312173
"마포구",371890
"양천구",454251
"강서구",580185
"구로구",404408
"금천구",231733
"영등포구",379480
"동작구",391220
"관악구",495060
"서초구",425126
"강남구",539231
"송파구",667960
"강동구",459970
