"행정구역(시군구)별",2020
"행정구역(시군구)별",총인구수 (명)
"중구",139729
"중구영종출장소",0
"중구용유출장소",0
"동구",62542
"미추홀구",404343
"연수구",387450
"남동구",525354
"부평구",494962
"계양구",296750
"서구",542040
"서구검단출장소",0
"강화군",69203
"옹진군",20455
