지역,구분,2018,2019,2020
"세종특별자치시","현지인(a)","7,155,438","46,609,028","51,814,518"
"세종특별자치시","외지인(b)","26,215,329","27,456,622","25,989,306"
"세종특별자치시","외국인(c)","87,731","114,821","42,918"
"세종특별자치시","외부방문자(b+c)","26,303,060","27,571,443","26,032,224"
"세종특별자치시","전년외부방문자(b'+c')","0","26,303,060","27,571,443"
"세종특별자치시","외부방문자 전년대비증감률(%)","0","5","-6"
